X;reg_log_rmsw_z;reg_log_rmsw_lf;reg_log_nrmsw_z;reg_log_nrmsw_lf;reg_prob_rmsw_z;reg_prob_rmsw_lf;reg_prob_nrmsw_z;reg_prob_nrmsw_lf
2014-03;0.509555661729575;0.498991154500155;0.518394648829431;0.6673809523809524;0.485044298051308;0.498991154500155;0.494431934871969;0.512924663579612
2014-04;0.533955045432807;0.512344187255684;0.543519846963176;0.6885714285714286;0.496840867384047;0.512344187255684;0.506882740177827;0.527370427843831
2014-05;0.532504780114723;0.507386018801806;0.536567877629063;0.675952380952381;0.492927424016433;0.507386018801806;0.502869549439983;0.521692835399842
2014-06;0.531563845050215;0.507600703757192;0.527737924438068;0.6807142857142857;0.491790784949606;0.507600703757192;0.497913029467416;0.518325510672041
2014-07;0.50227109729859;0.498244658197292;0.508486732010519;0.6604761904761904;0.482305245788474;0.498244658197292;0.488333143813854;0.509305247382221
2014-08;0.50672107537206;0.502229517063298;0.513682189150264;0.6676190476190477;0.484680123875864;0.502229517063298;0.489144818633302;0.512912321852723
2014-09;0.502870813397129;0.498060811913713;0.511244019138756;0.6680952380952381;0.481984091336955;0.498060811913713;0.487340523395355;0.508994589856319
2014-10;0.521426861383768;0.507001891836557;0.538424706727316;0.6730952380952381;0.492420884663665;0.507001891836557;0.500908872846027;0.52060788513684
2014-11;0.526290630975143;0.506825565323135;0.530114722753346;0.6569047619047619;0.491178531906969;0.506825565323135;0.502269750834943;0.52309870817306
2014-12;0.525358851674641;0.506318437483709;0.535885167464115;0.679047619047619;0.491804274043337;0.506318437483709;0.501462652909272;0.520896383905047
2015-01;0.527398899258196;0.506561131024298;0.534099066762383;0.6621428571428571;0.491909496234629;0.506561131024298;0.500768996318728;0.520433066505831
2015-02;0.525508982035928;0.505164893824161;0.529820359281437;0.665;0.489740484622758;0.505164893824161;0.497908818272829;0.518285960180003
2015-03;0.542065009560229;0.51051410069042;0.542782026768642;0.6728571428571428;0.494609037386644;0.51051410069042;0.50752034834337;0.528415128670116
2015-04;0.540359281437126;0.516802768977621;0.551616766467066;0.6828571428571428;0.500214119289009;0.516802768977621;0.513356066842145;0.53514001023002
2015-05;0.515966386554622;0.505628790507794;0.527010804321729;0.6711904761904762;0.488298115420028;0.505628790507794;0.496911384820505;0.52076323310688
2015-06;0.529158699808795;0.508602707417583;0.532026768642447;0.6757142857142857;0.492741735355864;0.508602707417583;0.501126655284448;0.522689197257954
2015-07;0.538075913105753;0.51151331051533;0.550489376939604;0.6785714285714286;0.496283970410291;0.51151331051533;0.511002546270785;0.530929914890117
2015-08;0.551088777219431;0.514745439035732;0.559463986599665;0.6857142857142857;0.498902721234102;0.514745439035732;0.5111570047184;0.531831098564591
2015-09;0.536771728748806;0.510308644934011;0.540353390639924;0.6766666666666666;0.495749972961947;0.510308644934011;0.506148459336584;0.525551848975893
2015-10;0.54876587586868;0.516519546246867;0.550682961897915;0.6819047619047619;0.499848564006992;0.516519546246867;0.512025409891492;0.534598884113675
2015-11;0.533444816053512;0.507465858976744;0.532728141423794;0.6638095238095238;0.491004041578971;0.507465858976744;0.500000163305159;0.521575464301527
2015-12;0.556139512661252;0.518600853922577;0.563067367415193;0.6919047619047619;0.502891536611639;0.518600853922577;0.516095219128044;0.537253050764526
2016-01;0.551039923499881;0.518432705997867;0.559407124073631;0.6873809523809524;0.50365448653328;0.518432705997867;0.517262145890349;0.53711938786999
2016-02;0.534928229665072;0.506176510224299;0.537081339712919;0.6623809523809524;0.488472311822088;0.506176510224299;0.499703416331761;0.522467277614636
2016-03;0.525095602294455;0.506252763775331;0.529636711281071;0.6588095238095238;0.48930300752718;0.506252763775331;0.498419726962808;0.520614626400326
2016-04;0.5239914060635;0.508013734118184;0.53568870852232;0.6592857142857143;0.490795683488918;0.508013734118184;0.498666054708902;0.522021476744863
2016-05;0.550287356321839;0.515189125909265;0.545498084291188;0.670952380952381;0.497359860263087;0.515189125909265;0.507051818305862;0.530859184085493
2016-06;0.542214781152834;0.511361609308938;0.540540540540541;0.6742857142857143;0.494200785965282;0.511361609308938;0.502274322916088;0.525337566203839
2016-07;0.530690231669453;0.50984510442638;0.524958203964653;0.6552380952380953;0.492874049389386;0.50984510442638;0.500102122452624;0.52295068740077
2016-08;0.532871145111164;0.509789388544529;0.535022710972986;0.6688095238095239;0.491231407635598;0.509789388544529;0.499243773292194;0.523982292732713
2016-09;0.510765550239234;0.501975189718456;0.518181818181818;0.6585714285714286;0.484936997538526;0.501975189718456;0.491356537405088;0.51370456885601
2016-10;0.553318955188114;0.519270672922637;0.557632398753894;0.6842857142857143;0.501708354790147;0.519270672922637;0.515895801422783;0.539266184659329
2016-11;0.551963601532567;0.517370800208476;0.554358237547893;0.6678571428571428;0.501030137221309;0.517370800208476;0.51171357439087;0.533468845719276
2016-12;0.541975603922507;0.514643466356494;0.54986845252332;0.6630952380952381;0.498229173082235;0.514643466356494;0.510015244502435;0.531524341535883
2017-01;0.533748204882719;0.511142966401926;0.53350885591192;0.6552380952380953;0.494954628031798;0.511142966401926;0.503730133582487;0.525159865780393
2017-02;0.548279158699809;0.513408077587949;0.545889101338432;0.6595238095238095;0.497215105216616;0.513408077587949;0.506745966389181;0.528325558265946
2017-03;0.543473053892216;0.513814461663184;0.545868263473054;0.6530952380952381;0.498086424142653;0.513814461663184;0.50823927357776;0.528971483637668
2017-04;0.544585225914415;0.516517093969092;0.548649294764523;0.6538095238095238;0.499272701199976;0.516517093969092;0.51045157415511;0.53310569017196
2017-05;0.557650990689902;0.520091943975236;0.554070183814753;0.6735714285714286;0.503018010192071;0.520091943975236;0.514818995263372;0.537688603572766
2017-06;0.525862068965517;0.509182761985201;0.52514367816092;0.6583333333333333;0.490792330747983;0.509182761985201;0.49842213120166;0.522486243497302
2017-07;0.525723857382149;0.510558570339434;0.533620483369227;0.6619047619047619;0.493032601769683;0.510558570339434;0.501591548043561;0.524196621690334
2017-08;0.537359751730723;0.510645218654563;0.527333492480306;0.6542857142857142;0.494350577157322;0.510645218654563;0.500934731078724;0.522461740843431
2017-09;0.529467907420663;0.506549230481517;0.525411596277738;0.6566666666666666;0.490729259313726;0.506549230481517;0.497493932115784;0.51813820531316
2017-10;0.535406698564593;0.511972485107985;0.534928229665072;0.6426190476190476;0.496407898435066;0.511972485107985;0.505204488064598;0.525935022473414
2017-11;0.55428024868484;0.514671819603207;0.54830224772836;0.6607142857142857;0.498448880670479;0.514671819603207;0.50821065694044;0.529500986392073
2017-12;0.551460028721876;0.518137159923951;0.544758257539493;0.6733333333333333;0.502197306447769;0.518137159923951;0.512578699184987;0.533016381269057
2018-01;0.548040152963671;0.514008453592897;0.557122370936903;0.6673809523809524;0.498641986298513;0.514008453592897;0.508419270112058;0.52841431789047
2018-02;0.55019120458891;0.513628909560529;0.548518164435946;0.6488095238095238;0.499585237528636;0.513628909560529;0.509590694113765;0.52763645343662
2018-03;0.53323768531803;0.507442055942255;0.523672883787661;0.6538095238095238;0.491597598760595;0.507442055942255;0.498926463220697;0.51996237924663
2018-04;0.560392250657737;0.518900044149202;0.557522123893805;0.6669047619047619;0.50238196354908;0.518900044149202;0.514379153078948;0.535971932334958
2018-05;0.536824485891918;0.512861704616071;0.538020086083214;0.6471428571428571;0.497267882070718;0.512861704616071;0.506272205519984;0.5261228127069
2018-06;0.540081359176837;0.512800875624458;0.543192151232352;0.66;0.496407010969711;0.512800875624458;0.504150776129757;0.525419916593093
2018-07;0.547106647537064;0.510237614781484;0.537780966044955;0.6569047619047619;0.493511091855843;0.510237614781484;0.500751078229022;0.522120912138606
2018-08;0.532919847328244;0.511835916810147;0.533874045801527;0.6573809523809524;0.494380798342479;0.511835916810147;0.501207355603426;0.523952754543594
2018-09;0.538995215311005;0.51306705652029;0.535645933014354;0.6566666666666666;0.496730352953673;0.51306705652029;0.506353020380894;0.527979494776044
2018-10;0.538461538461538;0.513523572645631;0.538939321548017;0.6488095238095238;0.4974730673021;0.513523572645631;0.506208749521018;0.527216610643511
2018-11;0.543519846963176;0.514639098547835;0.536346245815399;0.655;0.497226676893174;0.514639098547835;0.505486407954267;0.528166197818745
2018-12;0.534099066762383;0.513417736123741;0.529313232830821;0.655;0.495843767916009;0.513417736123741;0.501483135942929;0.525174260503704
